Country,Age_Group,Gender,Daily_Screen_Time_Hours,Peak_Viewing_Hour,Content_Category,Device_Type,Subscription_Type,Platform,Weekly_Sessions,Average_Session_Duration_Minutes,Number_of_Platforms_Used,Internet_Connection,Content_Language_Preference,Binge_Watch_Frequency
Ecuador,Young Adults,Male,High,21,Romance,Desktop,Premium,TikTok,22,39,1,4G LTE,Korean,Daily
Belgium,Adults,Male,High,21,Romance,Mobile,Free,Disney+,20,51,5,Fiber,Korean,Multiple Times Per Week
Morocco,Adults,Female,Moderate,18,Animation,Mobile,Free,TikTok,9,18,2,ADSL,Portuguese,Weekly
Qatar,Adults,Female,Moderate,18,Animation,Tablet,Standard,Disney+,8,44,3,Fiber,Spanish,2-3 Times Per Week
India,Adults,Male,High,21,Sports,Tablet,Basic,Amazon Prime Video,11,43,2,ADSL,Hindi,Daily
Ghana,Children,Male,High,19,Horror,Mobile,Free,Disney+,16,51,1,5G,Chinese,Weekly
Germany,Adults,Female,Moderate,20,Drama,Smart TV,Premium,Instagram,19,23,2,4G LTE,Spanish,Daily
Pakistan,Adults,Female,High,20,Thriller,Tablet,Free,Netflix,21,52,1,5G,German,Weekly
Saudi Arabia,Adults,Male,Moderate,20,Animation,Smart TV,Standard,Amazon Prime Video,9,43,2,Broadband,Spanish,Never
Spain,Adults,Female,High,22,Horror,Tablet,Premium,Instagram,14,25,2,5G,Spanish,Weekly
Spain,Children,Female,High,19,Documentary,Smart TV,Basic,Instagram,17,37,2,ADSL,Korean,Never
United Arab Emirates,Adults,Female,High,21,Romance,Desktop,Premium,Amazon Prime Video,15,61,5,4G LTE,Spanish,Multiple Times Per Week
Vietnam,Children,Female,High,21,Sports,Desktop,Free,Amazon Prime Video,18,57,2,5G,Japanese,Daily
Japan,Children,Female,Moderate,19,Romance,Smart TV,Free,YouTube,19,49,4,4G LTE,German,2-3 Times Per Week
Peru,Children,Female,High,21,Romance,Tablet,Free,Instagram,16,25,2,ADSL,Portuguese,2-3 Times Per Week
Indonesia,Adults,Female,High,18,Sci-Fi,Tablet,Standard,Amazon Prime Video,22,51,4,Broadband,Hindi,Multiple Times Per Week
United States,Adults,Male,High,18,Sports,Smart TV,Standard,Disney+,16,54,5,5G,Korean,2-3 Times Per Week
United Arab Emirates,Adults,Male,High,19,Action,Smart TV,Free,Netflix,15,66,3,ADSL,Portuguese,Daily
Vietnam,Young Adults,Female,High,23,Thriller,Tablet,Basic,YouTube,22,27,4,5G,Hindi,Weekly
New Zealand,Adults,Female,Moderate,20,Sports,Smart TV,Free,Amazon Prime Video,9,49,4,ADSL,Japanese,Multiple Times Per Week
Norway,Adults,Male,High,21,Sci-Fi,Tablet,Free,Disney+,20,46,3,ADSL,Portuguese,Never
Belgium,Adults,Female,Moderate,22,Sports,Mobile,Free,Instagram,8,29,4,Broadband,Arabic,Multiple Times Per Week
Philippines,Young Adults,Female,High,23,Drama,Desktop,Free,TikTok,21,32,3,Fiber,German,Daily
Nigeria,Adults,Female,Moderate,21,Sports,Smart TV,Free,TikTok,17,28,2,ADSL,Japanese,2-3 Times Per Week
Indonesia,Children,Female,High,20,Comedy,Desktop,Standard,Disney+,18,47,3,ADSL,Chinese,Weekly
Japan,Children,Female,Moderate,19,Animation,Desktop,Premium,Disney+,16,47,2,ADSL,Portuguese,Daily
China,Children,Male,High,23,Drama,Smart TV,Standard,YouTube,16,48,3,Broadband,French,Weekly
Ecuador,Young Adults,Female,High,23,Comedy,Desktop,Basic,YouTube,21,31,2,ADSL,French,2-3 Times Per Week
Thailand,Children,Male,High,23,Sports,Tablet,Standard,Disney+,16,41,3,Fiber,Arabic,2-3 Times Per Week
Turkey,Children,Male,High,21,Horror,Tablet,Basic,YouTube,18,41,3,4G LTE,Korean,Daily
Japan,Young Adults,Male,Moderate,19,Action,Mobile,Standard,Instagram,23,37,3,Fiber,Korean,Never
Italy,Adults,Female,High,23,Sci-Fi,Mobile,Free,Amazon Prime Video,22,56,2,4G LTE,Japanese,2-3 Times Per Week
Argentina,Adults,Female,High,19,Thriller,Tablet,Basic,Amazon Prime Video,8,61,3,ADSL,Chinese,Monthly
India,Adults,Male,High,21,Sci-Fi,Smart TV,Free,YouTube,18,34,1,ADSL,Hindi,Daily
Argentina,Young Adults,Female,High,20,Sports,Tablet,Free,Amazon Prime Video,22,45,3,Broadband,English,Monthly
Thailand,Adults,Male,High,21,Drama,Smart TV,Standard,YouTube,17,28,4,Broadband,Arabic,Never
South Africa,Adults,Male,High,19,Romance,Desktop,Premium,TikTok,14,42,2,ADSL,Japanese,Multiple Times Per Week
Nigeria,Adults,Male,Moderate,20,Horror,Tablet,Premium,TikTok,13,21,2,4G LTE,Arabic,Multiple Times Per Week
France,Children,Male,High,19,Animation,Mobile,Free,Netflix,18,56,3,Broadband,English,2-3 Times Per Week
Bangladesh,Children,Female,High,23,Horror,Desktop,Basic,Instagram,17,35,2,Broadband,Japanese,Daily
Saudi Arabia,Adults,Female,High,23,Romance,Mobile,Standard,TikTok,22,33,5,Broadband,Korean,Weekly
Belgium,Adults,Female,High,19,Sci-Fi,Smart TV,Premium,Instagram,20,15,3,4G LTE,French,Daily
Japan,Children,Male,Moderate,20,Animation,Desktop,Premium,TikTok,16,29,3,4G LTE,Arabic,Weekly
Morocco,Children,Male,High,23,Sports,Mobile,Basic,YouTube,16,29,3,4G LTE,Hindi,Never
Mexico,Young Adults,Female,High,18,Thriller,Desktop,Standard,Disney+,24,48,3,Fiber,Japanese,Daily
Belgium,Adults,Female,Moderate,18,Sports,Desktop,Premium,TikTok,10,42,3,5G,Portuguese,Monthly
Australia,Young Adults,Male,High,23,Documentary,Tablet,Premium,Instagram,22,24,3,4G LTE,French,2-3 Times Per Week
Australia,Children,Female,High,19,Action,Desktop,Free,Instagram,17,15,3,4G LTE,Spanish,2-3 Times Per Week
New Zealand,Young Adults,Male,High,21,Documentary,Desktop,Standard,Disney+,23,44,2,Fiber,Hindi,2-3 Times Per Week
South Africa,Adults,Male,High,18,Documentary,Tablet,Premium,Amazon Prime Video,20,63,3,5G,Spanish,Never
Nigeria,Adults,Male,Moderate,20,Documentary,Desktop,Basic,Netflix,10,57,2,4G LTE,Chinese,Never
Spain,Children,Female,High,18,Romance,Tablet,Basic,Amazon Prime Video,17,42,2,5G,Japanese,Daily
India,Children,Male,High,22,Horror,Smart TV,Free,Netflix,18,56,2,ADSL,French,Weekly
Israel,Adults,Female,High,23,Drama,Tablet,Basic,Instagram,16,15,4,Broadband,Chinese,2-3 Times Per Week
Japan,Adults,Male,Moderate,20,Documentary,Smart TV,Basic,Disney+,18,53,4,Fiber,Chinese,2-3 Times Per Week
Colombia,Adults,Female,High,22,Documentary,Desktop,Basic,Instagram,16,17,3,Broadband,English,Never
South Africa,Adults,Male,High,19,Animation,Mobile,Basic,Amazon Prime Video,18,65,3,Broadband,Chinese,Daily
South Korea,Children,Male,Moderate,21,Animation,Smart TV,Basic,Amazon Prime Video,19,46,3,Broadband,Arabic,Weekly
Vietnam,Adults,Female,High,18,Animation,Desktop,Basic,TikTok,14,35,2,Broadband,Arabic,Monthly
Turkey,Adults,Female,High,19,Action,Mobile,Premium,Instagram,20,33,3,5G,Spanish,Monthly
Ethiopia,Young Adults,Male,High,19,Horror,Desktop,Basic,Disney+,21,45,1,Fiber,Arabic,Never
Turkey,Adults,Male,High,20,Documentary,Desktop,Basic,Instagram,14,31,3,ADSL,French,Monthly
Vietnam,Adults,Male,High,21,Comedy,Desktop,Premium,Instagram,14,19,3,ADSL,French,Daily
Australia,Adults,Male,Moderate,23,Documentary,Mobile,Basic,YouTube,12,37,2,ADSL,Japanese,Daily
Morocco,Young Adults,Female,High,21,Horror,Tablet,Basic,Instagram,24,30,3,Fiber,English,2-3 Times Per Week
France,Adults,Male,Moderate,21,Animation,Mobile,Standard,TikTok,17,39,3,Fiber,French,2-3 Times Per Week
Turkey,Adults,Male,High,22,Animation,Desktop,Free,Netflix,18,64,3,Broadband,Japanese,2-3 Times Per Week
Indonesia,Adults,Female,High,22,Animation,Tablet,Standard,TikTok,9,37,3,4G LTE,English,Never
Brazil,Children,Male,High,20,Action,Tablet,Free,Amazon Prime Video,17,57,4,5G,Chinese,Never
Morocco,Adults,Male,High,20,Horror,Tablet,Basic,Instagram,19,29,3,5G,Japanese,2-3 Times Per Week
Italy,Young Adults,Female,High,18,Action,Tablet,Premium,Instagram,21,31,4,Broadband,Japanese,2-3 Times Per Week
Norway,Children,Female,High,20,Animation,Mobile,Standard,Disney+,20,51,3,Fiber,Portuguese,Monthly
Peru,Young Adults,Female,High,22,Action,Tablet,Premium,Amazon Prime Video,22,60,1,4G LTE,Arabic,2-3 Times Per Week
New Zealand,Adults,Male,High,22,Sci-Fi,Desktop,Free,Netflix,13,67,3,Fiber,English,Never
Turkey,Children,Female,High,19,Romance,Desktop,Basic,Disney+,16,59,4,Fiber,English,2-3 Times Per Week
Indonesia,Children,Female,High,23,Romance,Smart TV,Premium,TikTok,19,25,3,Fiber,Arabic,Weekly
Kenya,Adults,Female,Moderate,23,Drama,Tablet,Standard,Netflix,11,59,1,4G LTE,French,Daily
Belgium,Adults,Male,High,21,Thriller,Tablet,Basic,Instagram,22,22,2,Fiber,Hindi,2-3 Times Per Week
Kenya,Adults,Female,High,23,Thriller,Mobile,Free,Disney+,22,46,1,5G,Japanese,Monthly
Peru,Children,Female,High,20,Romance,Mobile,Basic,Instagram,19,31,2,4G LTE,Spanish,Monthly
Argentina,Adults,Male,High,19,Sci-Fi,Mobile,Free,YouTube,21,29,3,Fiber,German,Never
Italy,Adults,Female,Moderate,22,Horror,Desktop,Standard,YouTube,16,38,3,ADSL,Korean,Never
Turkey,Adults,Male,High,18,Documentary,Mobile,Basic,Amazon Prime Video,17,53,3,ADSL,German,Multiple Times Per Week
Peru,Adults,Male,High,22,Sports,Smart TV,Premium,YouTube,19,34,2,Broadband,Korean,Multiple Times Per Week
Malaysia,Young Adults,Female,High,18,Documentary,Smart TV,Premium,Netflix,24,65,2,Broadband,English,Weekly
Bangladesh,Young Adults,Male,High,20,Sci-Fi,Desktop,Standard,TikTok,23,34,2,4G LTE,Hindi,Weekly
Australia,Young Adults,Female,High,21,Comedy,Smart TV,Standard,YouTube,23,45,2,Fiber,French,Daily
Philippines,Adults,Male,High,22,Animation,Desktop,Free,YouTube,22,34,4,ADSL,Arabic,Weekly
Malaysia,Young Adults,Male,High,21,Drama,Tablet,Free,YouTube,23,48,3,5G,Arabic,2-3 Times Per Week
Morocco,Adults,Male,Moderate,18,Romance,Tablet,Standard,Instagram,12,18,3,Fiber,Hindi,Monthly
Germany,Adults,Male,Moderate,23,Sports,Smart TV,Premium,Instagram,14,33,3,ADSL,Korean,Monthly
Canada,Adults,Female,High,18,Animation,Tablet,Premium,YouTube,17,36,3,ADSL,German,Weekly
Qatar,Adults,Male,High,18,Drama,Desktop,Basic,Netflix,22,64,3,Fiber,Arabic,Weekly
Argentina,Adults,Male,High,21,Sci-Fi,Desktop,Standard,Amazon Prime Video,22,66,3,5G,Arabic,Never
Qatar,Adults,Male,High,22,Thriller,Mobile,Standard,Disney+,20,61,3,5G,Korean,Weekly
Peru,Adults,Male,High,20,Romance,Desktop,Free,Instagram,9,22,2,Fiber,German,Weekly
Canada,Young Adults,Male,High,19,Action,Tablet,Free,Netflix,23,48,4,Fiber,Chinese,Weekly
Tunisia,Adults,Female,High,19,Sci-Fi,Mobile,Premium,YouTube,17,29,3,4G LTE,Japanese,Monthly
Tunisia,Adults,Male,High,21,Horror,Smart TV,Premium,Amazon Prime Video,15,49,3,Broadband,Arabic,Monthly
Peru,Adults,Male,High,19,Documentary,Tablet,Premium,Amazon Prime Video,12,47,2,Broadband,Chinese,Never
Colombia,Adults,Male,High,19,Animation,Smart TV,Premium,TikTok,8,22,3,ADSL,French,Multiple Times Per Week
United Kingdom,Young Adults,Male,High,20,Animation,Tablet,Premium,YouTube,22,49,5,ADSL,English,Daily
Italy,Adults,Male,Moderate,18,Animation,Tablet,Basic,YouTube,9,34,4,Fiber,Spanish,2-3 Times Per Week
France,Young Adults,Male,High,20,Romance,Tablet,Premium,TikTok,24,32,5,ADSL,Hindi,2-3 Times Per Week
France,Adults,Male,Moderate,23,Drama,Desktop,Free,TikTok,17,22,4,5G,English,Never
Norway,Adults,Female,Moderate,23,Comedy,Tablet,Free,Disney+,8,51,4,5G,Spanish,Multiple Times Per Week
Colombia,Children,Male,High,21,Drama,Mobile,Free,Amazon Prime Video,16,64,4,Fiber,Hindi,Monthly
Saudi Arabia,Young Adults,Male,High,18,Drama,Smart TV,Premium,Netflix,22,47,4,ADSL,German,Daily
Chile,Young Adults,Male,High,19,Action,Smart TV,Basic,Disney+,21,58,3,Fiber,Arabic,Daily
Belgium,Adults,Female,Moderate,20,Horror,Desktop,Standard,Instagram,8,24,5,Broadband,Arabic,Never
India,Young Adults,Male,High,22,Comedy,Tablet,Basic,Netflix,23,68,1,4G LTE,French,2-3 Times Per Week
Morocco,Adults,Female,High,22,Horror,Smart TV,Free,YouTube,22,43,2,Broadband,Spanish,Daily
Sweden,Young Adults,Male,High,21,Thriller,Desktop,Standard,Disney+,24,51,3,Broadband,Hindi,2-3 Times Per Week
Norway,Adults,Male,Moderate,23,Documentary,Tablet,Free,YouTube,8,49,5,Fiber,Chinese,Monthly
South Africa,Young Adults,Female,High,21,Action,Desktop,Free,Disney+,23,57,3,Broadband,English,Weekly
Norway,Adults,Male,Moderate,23,Action,Mobile,Basic,Netflix,8,50,3,Fiber,Korean,2-3 Times Per Week
Mexico,Adults,Male,High,22,Sci-Fi,Desktop,Standard,Amazon Prime Video,21,59,4,4G LTE,Spanish,Daily
New Zealand,Children,Female,High,21,Romance,Smart TV,Free,YouTube,16,29,4,Fiber,French,Daily
Ecuador,Adults,Male,Moderate,20,Sci-Fi,Smart TV,Premium,YouTube,9,36,2,4G LTE,Korean,2-3 Times Per Week
Peru,Adults,Male,High,19,Horror,Mobile,Basic,Netflix,11,65,1,5G,Chinese,Weekly
Saudi Arabia,Adults,Female,High,21,Documentary,Smart TV,Standard,YouTube,14,48,5,Broadband,Chinese,Daily
Vietnam,Adults,Female,High,21,Comedy,Mobile,Basic,Amazon Prime Video,18,52,3,5G,Portuguese,Never
Kenya,Adults,Female,Moderate,20,Romance,Tablet,Basic,TikTok,16,32,3,ADSL,Spanish,Never
Turkey,Young Adults,Female,High,23,Romance,Desktop,Premium,Netflix,22,59,3,ADSL,Hindi,Multiple Times Per Week
China,Children,Male,High,23,Drama,Mobile,Premium,Disney+,20,53,4,Broadband,Korean,Never
Colombia,Adults,Female,High,19,Horror,Smart TV,Free,Disney+,11,60,2,ADSL,Hindi,Daily
Italy,Young Adults,Male,High,18,Horror,Smart TV,Premium,Netflix,22,65,3,Broadband,French,2-3 Times Per Week
United Kingdom,Adults,Male,High,19,Drama,Smart TV,Standard,Amazon Prime Video,21,58,5,5G,Arabic,Monthly
Nigeria,Children,Female,High,22,Animation,Smart TV,Premium,TikTok,17,30,3,4G LTE,German,Monthly
South Africa,Children,Female,High,21,Action,Tablet,Basic,YouTube,16,37,4,5G,Korean,Daily
Mexico,Young Adults,Female,High,23,Sci-Fi,Smart TV,Premium,TikTok,21,29,2,ADSL,Japanese,Daily
Egypt,Adults,Male,High,21,Drama,Desktop,Standard,YouTube,19,30,2,5G,French,Weekly
Morocco,Adults,Male,High,21,Animation,Smart TV,Premium,Netflix,13,46,3,Broadband,German,Multiple Times Per Week
United States,Adults,Male,High,19,Sports,Mobile,Basic,YouTube,15,27,4,Fiber,Japanese,Monthly
China,Adults,Male,Moderate,19,Horror,Smart TV,Basic,Netflix,20,54,3,5G,Arabic,2-3 Times Per Week
Ethiopia,Young Adults,Male,High,18,Sports,Tablet,Basic,Amazon Prime Video,24,48,1,Broadband,Portuguese,2-3 Times Per Week
Germany,Young Adults,Male,High,23,Action,Smart TV,Free,Instagram,23,30,5,4G LTE,Korean,Weekly
Peru,Children,Female,High,18,Thriller,Smart TV,Basic,YouTube,16,33,2,ADSL,Arabic,Never
Morocco,Adults,Male,High,20,Sci-Fi,Mobile,Basic,TikTok,13,30,4,Broadband,English,Multiple Times Per Week
Japan,Adults,Male,Moderate,21,Comedy,Desktop,Standard,Disney+,8,52,3,5G,Hindi,2-3 Times Per Week
France,Adults,Male,Moderate,19,Thriller,Tablet,Free,Instagram,11,21,2,ADSL,Portuguese,Never
Spain,Adults,Female,Moderate,20,Horror,Mobile,Free,Disney+,9,52,3,5G,Arabic,Multiple Times Per Week
Egypt,Adults,Female,High,22,Comedy,Mobile,Standard,Disney+,20,56,3,5G,Arabic,Monthly
Spain,Adults,Male,Moderate,22,Action,Mobile,Standard,TikTok,9,31,5,Fiber,Chinese,Daily
Italy,Adults,Male,Moderate,22,Drama,Tablet,Basic,Amazon Prime Video,9,52,4,5G,Arabic,Weekly
Saudi Arabia,Adults,Male,High,18,Thriller,Desktop,Premium,Instagram,19,32,2,5G,Spanish,Weekly
Nigeria,Adults,Male,Moderate,21,Sports,Desktop,Standard,Netflix,12,64,3,ADSL,Chinese,Never
Brazil,Adults,Male,High,23,Sports,Desktop,Standard,TikTok,19,23,3,5G,German,Daily
China,Children,Female,High,18,Thriller,Smart TV,Basic,Amazon Prime Video,20,49,3,5G,Hindi,Weekly
Chile,Children,Female,High,23,Animation,Mobile,Standard,TikTok,17,29,4,Broadband,Spanish,Never
India,Adults,Female,High,22,Sci-Fi,Smart TV,Basic,Netflix,12,51,2,5G,French,Daily
Bangladesh,Young Adults,Female,High,21,Animation,Desktop,Basic,Netflix,22,57,1,ADSL,English,Weekly
Vietnam,Adults,Female,High,20,Romance,Tablet,Standard,Disney+,15,48,2,5G,French,Never
Thailand,Adults,Male,Moderate,23,Action,Tablet,Premium,Instagram,8,26,2,4G LTE,Portuguese,Monthly
Spain,Adults,Male,Moderate,19,Sports,Smart TV,Free,Amazon Prime Video,11,64,3,Broadband,Chinese,Daily
Kenya,Adults,Male,Moderate,21,Thriller,Mobile,Standard,Amazon Prime Video,11,55,3,Broadband,Arabic,Monthly
Thailand,Young Adults,Female,High,18,Thriller,Desktop,Standard,Instagram,23,23,4,ADSL,Korean,Daily
Morocco,Adults,Male,High,20,Thriller,Mobile,Basic,TikTok,13,26,4,4G LTE,German,2-3 Times Per Week
Philippines,Children,Female,High,23,Horror,Desktop,Premium,TikTok,16,33,4,Broadband,Japanese,Never
Argentina,Adults,Male,High,23,Sports,Mobile,Premium,YouTube,21,27,3,Fiber,Arabic,2-3 Times Per Week
Saudi Arabia,Adults,Male,Moderate,19,Romance,Smart TV,Free,YouTube,8,43,5,Broadband,German,Weekly
Brazil,Children,Male,High,23,Animation,Mobile,Basic,TikTok,19,27,2,Broadband,Korean,Weekly
Tunisia,Adults,Male,High,19,Comedy,Tablet,Basic,Amazon Prime Video,20,61,2,4G LTE,Spanish,Never
Germany,Young Adults,Male,High,20,Romance,Tablet,Basic,Disney+,23,53,3,ADSL,German,Daily
India,Adults,Male,High,21,Drama,Desktop,Free,Instagram,22,32,1,4G LTE,German,Never
Ecuador,Adults,Female,High,23,Animation,Mobile,Free,Instagram,19,34,2,5G,Japanese,Daily
China,Young Adults,Male,High,18,Thriller,Smart TV,Standard,Netflix,20,54,2,Broadband,Hindi,2-3 Times Per Week
United Arab Emirates,Adults,Male,High,22,Thriller,Mobile,Premium,Netflix,16,67,4,ADSL,Spanish,Monthly
Saudi Arabia,Adults,Male,Moderate,19,Animation,Desktop,Free,Netflix,12,59,4,Fiber,Portuguese,Monthly
Tunisia,Children,Male,High,21,Romance,Mobile,Basic,Instagram,18,30,2,Fiber,French,Monthly
Peru,Adults,Female,High,19,Sci-Fi,Desktop,Standard,YouTube,20,37,3,4G LTE,French,Monthly
Egypt,Young Adults,Female,High,21,Romance,Mobile,Standard,Disney+,24,42,2,ADSL,Hindi,Weekly
United Arab Emirates,Adults,Male,High,19,Horror,Tablet,Premium,Netflix,22,48,4,Broadband,Korean,2-3 Times Per Week
Indonesia,Adults,Female,High,18,Action,Smart TV,Free,Amazon Prime Video,13,62,2,Broadband,English,2-3 Times Per Week
Ghana,Adults,Female,Moderate,22,Romance,Mobile,Standard,Netflix,9,63,1,4G LTE,Spanish,Weekly
Malaysia,Adults,Male,High,19,Sports,Mobile,Free,Netflix,18,52,2,Fiber,Portuguese,Daily
Qatar,Young Adults,Male,High,23,Action,Mobile,Basic,TikTok,20,23,3,4G LTE,Spanish,Weekly
China,Young Adults,Male,High,22,Animation,Desktop,Basic,Disney+,23,56,3,Broadband,Spanish,Daily
Indonesia,Children,Female,High,22,Animation,Tablet,Basic,Amazon Prime Video,16,52,4,Fiber,Portuguese,Daily
Ecuador,Children,Female,High,22,Thriller,Tablet,Basic,Instagram,20,25,2,5G,German,2-3 Times Per Week
China,Adults,Male,Moderate,22,Horror,Smart TV,Standard,YouTube,16,48,4,5G,German,Daily
Ethiopia,Adults,Female,Moderate,23,Horror,Smart TV,Premium,Disney+,9,56,2,ADSL,Portuguese,2-3 Times Per Week
Canada,Children,Female,High,18,Sports,Mobile,Standard,Amazon Prime Video,17,66,5,5G,Hindi,Never
Spain,Adults,Female,Moderate,21,Horror,Tablet,Basic,YouTube,8,41,2,5G,Portuguese,Multiple Times Per Week
Vietnam,Children,Female,High,23,Romance,Desktop,Standard,Instagram,17,35,4,4G LTE,Hindi,Weekly
Mexico,Adults,Female,High,22,Animation,Mobile,Standard,Instagram,10,36,2,Broadband,Hindi,Monthly
Kenya,Adults,Male,Moderate,21,Drama,Smart TV,Basic,YouTube,8,42,3,5G,German,Daily
United States,Adults,Female,High,22,Sci-Fi,Tablet,Standard,Disney+,17,42,3,Fiber,Chinese,Multiple Times Per Week
Italy,Adults,Male,Moderate,19,Romance,Mobile,Free,TikTok,15,28,2,ADSL,English,Weekly
Japan,Young Adults,Male,Moderate,20,Romance,Tablet,Basic,Disney+,21,42,3,Broadband,Hindi,2-3 Times Per Week
Australia,Adults,Female,High,19,Documentary,Tablet,Basic,TikTok,15,32,4,4G LTE,Chinese,Daily
France,Adults,Male,High,22,Documentary,Smart TV,Free,Instagram,20,27,3,Broadband,Korean,Weekly
Netherlands,Young Adults,Male,High,22,Animation,Desktop,Premium,Instagram,22,21,2,Fiber,Japanese,2-3 Times Per Week
Chile,Adults,Female,High,19,Sci-Fi,Mobile,Premium,YouTube,12,44,3,Broadband,Hindi,Monthly
Japan,Young Adults,Female,Moderate,20,Documentary,Tablet,Premium,Netflix,24,53,3,Broadband,Korean,Multiple Times Per Week
China,Adults,Female,Moderate,18,Drama,Mobile,Premium,Netflix,8,69,4,Fiber,Hindi,Weekly
United States,Children,Female,High,19,Drama,Mobile,Free,Instagram,17,20,3,5G,German,Monthly
Indonesia,Adults,Male,High,18,Comedy,Tablet,Free,YouTube,11,27,3,ADSL,Chinese,Never
Sweden,Adults,Male,High,22,Sci-Fi,Tablet,Free,YouTube,16,43,3,Fiber,Portuguese,Multiple Times Per Week
Qatar,Adults,Male,High,18,Drama,Smart TV,Premium,YouTube,20,32,3,4G LTE,German,Monthly
Bangladesh,Adults,Female,High,20,Romance,Smart TV,Premium,Instagram,19,30,1,5G,Portuguese,Monthly
France,Young Adults,Female,High,23,Documentary,Mobile,Premium,Disney+,21,40,3,ADSL,Japanese,Never
Ecuador,Adults,Female,High,23,Documentary,Desktop,Basic,TikTok,19,18,2,Broadband,Japanese,Weekly
Kenya,Young Adults,Male,High,23,Sci-Fi,Tablet,Basic,Disney+,21,58,2,ADSL,Portuguese,Never
Italy,Young Adults,Female,High,22,Romance,Mobile,Basic,YouTube,24,27,3,Broadband,French,2-3 Times Per Week
Australia,Adults,Male,High,18,Sports,Smart TV,Free,TikTok,18,36,3,5G,Hindi,2-3 Times Per Week
Mexico,Adults,Female,High,20,Animation,Tablet,Free,YouTube,15,36,4,Fiber,Korean,Multiple Times Per Week
Vietnam,Adults,Male,Moderate,18,Documentary,Desktop,Premium,Disney+,11,62,3,Fiber,English,Multiple Times Per Week
Mexico,Adults,Male,High,19,Horror,Tablet,Free,Disney+,20,43,4,Broadband,Korean,Never
Malaysia,Adults,Female,High,23,Sci-Fi,Desktop,Standard,Amazon Prime Video,11,54,2,Fiber,English,Multiple Times Per Week
Turkey,Adults,Female,High,20,Sports,Tablet,Free,YouTube,15,43,4,4G LTE,Arabic,Monthly
Thailand,Adults,Female,High,19,Animation,Smart TV,Premium,YouTube,13,26,2,Broadband,Portuguese,Never
Japan,Adults,Male,Moderate,20,Drama,Mobile,Basic,TikTok,11,41,4,4G LTE,Portuguese,2-3 Times Per Week
Israel,Adults,Male,Moderate,22,Documentary,Mobile,Free,YouTube,12,49,4,Broadband,English,2-3 Times Per Week
Ecuador,Children,Male,High,18,Animation,Tablet,Standard,Netflix,17,65,1,ADSL,Korean,Never
India,Adults,Male,High,21,Documentary,Tablet,Standard,Disney+,20,53,2,5G,Korean,2-3 Times Per Week
Nigeria,Adults,Male,High,19,Sports,Desktop,Free,TikTok,19,31,2,ADSL,French,Monthly
Qatar,Children,Female,High,18,Action,Tablet,Free,Amazon Prime Video,19,50,3,Broadband,Portuguese,Multiple Times Per Week
India,Adults,Female,High,22,Horror,Desktop,Premium,Netflix,18,63,2,5G,French,Monthly
Qatar,Adults,Male,Moderate,21,Sci-Fi,Mobile,Standard,YouTube,10,45,3,Fiber,Hindi,Monthly
